Fecha,FT-06017,TT-06017,TIT-06022,PT-06020A,PT-06021,PY-06020A,PDIT-06022A,EZY-06014,EZY-06004,Estado
11/17/2021 14:00,3847.355225,108.6690369,103.9360046,1299.97998,48.43553162,35.25114441,2.643455505,100,100,ON
11/17/2021 15:00,3822.8479,108.6822891,103.6575928,1319.678345,47.50119019,35.1595192,2.615896225,100,100,ON
11/17/2021 16:00,3824.297363,108.5851212,103.664978,1319.690918,47.50119019,35.1595192,2.615896225,100,100,ON
11/17/2021 17:00,3824.006836,108.5630417,103.6637115,1329.814209,47.50119019,35.05532074,2.634268761,100,100,ON
11/17/2021 18:00,3808.610596,108.479126,103.3803635,1329.823486,47.50119019,35.05532074,2.651934624,100,100,ON
11/17/2021 19:00,8522.614258,107.5119019,103.1578064,1179.946045,51.72537994,40.75987244,3.896344185,100,100,ON
11/17/2021 20:00,8014.652344,107.4633179,103.2063141,1160.045776,51.35634613,40.9284935,3.885037422,100,100,ON
11/17/2021 21:00,9516.432617,107.3808746,103.4973679,1119.866211,51.22286987,42.97428513,4.474382401,100,100,ON
11/17/2021 22:00,9263.082031,107.6767883,103.8571167,1119.887695,52.30639648,42.46103287,4.436930656,100,100,ON
11/17/2021 23:00,9664.520508,107.7872086,104.2785187,1119.887695,101.9838257,44.01084518,4.55918026,100,100,ON
11/18/2021 0:00,9452.462891,108.3907928,104.5420761,1120.095215,53.90813446,42.98543549,4.480035782,100,100,ON
11/18/2021 1:00,9568.03125,108.5983734,104.8331299,1120.095215,70.79705048,43.50841141,4.477209091,100,100,ON
11/18/2021 2:00,9524.291016,108.8280334,105.1496735,1120.019531,75.0605011,43.50841141,4.434103966,100,100,ON
11/18/2021 3:00,9602.677734,109.1313019,105.421257,1120.077393,77.89494324,43.50841141,4.414317131,100,100,ON
11/18/2021 4:00,9555.90625,109.2770538,105.5214539,1120.077393,82.06417847,43.50841141,4.407251358,100,100,ON
11/18/2021 5:00,9661.12793,109.4272156,105.6622391,1120.077393,89.4211731,43.50841141,4.47155571,100,100,ON
11/18/2021 6:00,9643.791992,109.4802094,105.7256088,1119.993652,91.00720978,44.01114273,4.41926384,100,100,ON
11/18/2021 7:00,9729.427734,109.5287933,105.7976761,1130.41394,100.4998627,44.15584946,4.470849037,100,100,ON
11/18/2021 8:00,9579.279297,109.6657104,105.9582977,1130.07666,98.87457275,44.15584946,4.466609955,100,100,ON
11/18/2021 9:00,9717.007813,109.7982025,106.2132874,1130.07666,99.40063477,44.15584946,4.482862473,100,100,ON
11/18/2021 10:00,9684.070313,109.9307098,106.2863464,1130.07666,96.69181061,44.15584946,4.491342545,100,100,ON
11/18/2021 11:00,9717.291016,110.1500626,106.4084854,1130.07666,96.44055176,44.15584946,4.541514397,100,100,ON
11/18/2021 12:00,9600.827148,110.3090515,106.5340271,1130.07666,89.4211731,44.15584946,4.544341087,100,100,ON
11/18/2021 13:00,9672.779297,110.4592133,106.693718,1130.07666,89.31910706,44.1721611,4.611473083,100,100,ON
11/18/2021 14:00,9683.764648,110.5784683,106.8727951,1130.07666,96.86454773,44.1721611,4.593099594,100,100,ON
11/18/2021 15:00,9793.365234,110.7197952,107.1166153,1130.07666,97.83029938,44.1721611,4.585326195,100,100,ON
11/18/2021 16:00,9648.132813,110.8743744,107.1790161,1130.07666,93.7552948,44.1721611,4.554940224,100,100,ON
11/18/2021 17:00,9712.862305,111.0937271,107.4520569,1130.07666,95.45909882,44.1721611,4.531620979,100,100,ON
11/18/2021 18:00,9840.043945,111.1953049,107.4468079,1130.07666,95.08221436,44.1721611,4.488515854,100,100,ON
11/18/2021 19:00,9764.756836,111.4514694,107.649231,1150.061523,86.57102203,43.46076202,4.482862473,100,100,ON
11/18/2021 20:00,9615.951172,111.5397949,107.6472855,1150.061523,85.08705902,43.46076202,4.410078049,100,100,ON
11/18/2021 21:00,9674.172852,111.5662918,107.706749,1150.061523,91.07787323,43.46076202,4.374038696,100,100,ON
11/18/2021 22:00,9718.972656,111.6678772,107.7575836,1150.033936,84.4981842,43.46076202,4.35637188,100,100,ON
11/18/2021 23:00,9725.09082,111.7076263,107.8382263,1150.084595,83.49317932,43.46076202,4.266628265,100,100,ON
11/19/2021 0:00,9712.146484,111.7827072,107.8793106,1150.084595,77.98131561,43.46076202,4.211509705,100,100,ON
11/19/2021 1:00,9715.428711,111.8092117,107.8424301,1150.062866,71.8491745,43.46076202,4.08996582,100,100,ON
11/19/2021 2:00,9697.489258,111.9063721,107.9187546,1149.458252,62.95324707,43.46076202,4.033433914,100,100,ON
11/19/2021 3:00,9661.762695,112.0948105,107.931282,1150.107666,50.74391937,42.95302963,3.954289436,100,100,ON
11/19/2021 4:00,9559.126953,112.1743088,108.1368256,1149.658813,51.83530426,42.95302963,3.952876091,100,100,ON
11/19/2021 5:00,9647.728516,112.2758942,108.1115036,1150.376709,51.83530426,42.95302963,3.952876091,100,100,ON
11/19/2021 6:00,9757.420898,112.4260559,108.2125778,1149.582764,51.83530426,42.95302963,4.001634598,100,100,ON
11/19/2021 7:00,9640.6875,112.5585556,108.3572083,1149.563599,51.83530426,42.95302963,4.042620659,100,100,ON
11/19/2021 8:00,9705.886719,112.6998825,108.453476,1150.119873,52.88742065,42.95302963,4.119645119,100,100,ON
11/19/2021 9:00,9644.481445,112.8191299,108.6272583,1150.026367,53.02089691,42.95302963,4.224228859,100,100,ON
11/19/2021 10:00,9539.705078,113.0738144,108.821907,1150.026367,51.96878052,42.95302963,4.268748283,100,100,ON
11/19/2021 11:00,9616.375,113.1753998,108.9389343,1150.026367,50.83029175,42.95302963,4.217162132,100,100,ON
11/19/2021 12:00,9479.137695,113.2637329,109.225647,1149.623535,51.83530426,42.95302963,4.232708931,100,100,ON
11/19/2021 13:00,9652.019531,113.3608932,109.2277908,1150.147095,51.83530426,42.95302963,4.236242294,100,100,ON
11/19/2021 14:00,9691.703125,113.4492264,109.3912125,1150.11853,51.83530426,42.95302963,4.192429543,100,100,ON
11/19/2021 15:00,9579.607422,113.5552139,109.4150543,1150.125854,51.83530426,42.95302963,4.19172287,100,100,ON
11/19/2021 16:00,9425.365234,113.6523819,109.6288147,1150.147827,52.63616943,42.95302963,4.155684471,100,100,ON
11/19/2021 17:00,9414.767578,113.7362976,109.6901474,1149.837524,56.79754639,42.95302963,4.154271126,100,100,ON
11/19/2021 18:00,9587.9375,113.692131,109.7633209,1149.812866,80.84716797,43.48955917,4.164163589,100,100,ON
11/19/2021 19:00,9559.499023,113.7672119,109.8794174,1150.323975,88.8637085,43.48955917,4.198789597,100,100,ON
11/19/2021 20:00,9805.121094,113.8732071,109.9744186,1150.595703,83.83864594,43.98967743,4.34223938,100,100,ON
11/19/2021 21:00,9874.588867,113.9350433,110.151947,1150.102539,91.41549683,43.98967743,4.353546143,100,100,ON
11/19/2021 22:00,9690.613281,114.1809006,110.2593994,1150.038086,69.41516113,43.48935318,4.260268211,100,100,ON
11/19/2021 23:00,9682.860352,114.2913132,110.3383942,1150.038086,73.54512787,43.52178574,4.326693535,100,100,ON
11/20/2021 0:00,9714.580078,114.3222351,110.3945007,1150.136963,76.40312958,43.52178574,4.335172653,100,100,ON
11/20/2021 1:00,9800.99707,114.3884811,110.4497375,1150.136963,80.08555603,43.52178574,4.364145279,100,100,ON
11/20/2021 2:00,9689.77832,114.4856491,110.5615997,1150.136963,73.49016571,44.02728271,4.391704559,100,100,ON
11/20/2021 3:00,9770.422852,114.5033112,110.5887451,1150.136963,77.90279388,44.02728271,4.390291214,100,100,ON
11/20/2021 4:00,9905.513672,114.5651398,110.5965118,1150.136963,81.2240448,44.02728271,4.381812096,100,100,ON
11/20/2021 5:00,9862.953125,114.5695572,110.6517181,1150.136963,82.13484192,44.02728271,4.357078552,100,100,ON
11/20/2021 6:00,9845.279297,114.6181412,110.6784668,1150.136963,83.61095428,44.02728271,4.36979866,100,100,ON
11/20/2021 7:00,9759.808594,114.67556,110.7254944,1150.038574,79.84215546,44.02728271,4.360611916,100,100,ON
11/20/2021 8:00,9717.499023,114.7329712,110.7694702,1150.105103,78.80574036,43.92466354,4.399477959,100,100,ON
