countriesAndTerritories,Medicos por 10000 habitantes 2019,Medicos por 10000 habitantes 2020,day,month,year,cases,deaths,continentExp
Eritrea,0.709,0.821,5,9,2020,0,0,Africa
Eritrea,0.709,0.821,4,9,2020,11,0,Africa
Eritrea,0.709,0.821,3,9,2020,0,0,Africa
Eritrea,0.709,0.821,2,9,2020,1,0,Africa
Eritrea,0.709,0.821,1,9,2020,0,0,Africa
Eritrea,0.709,0.821,31,8,2020,0,0,Africa
Eritrea,0.709,0.821,30,8,2020,1,0,Africa
Eritrea,0.709,0.821,29,8,2020,0,0,Africa
Eritrea,0.709,0.821,28,8,2020,2,0,Africa
Eritrea,0.709,0.821,27,8,2020,0,0,Africa
Eritrea,0.709,0.821,26,8,2020,9,0,Africa
Eritrea,0.709,0.821,25,8,2020,0,0,Africa
Eritrea,0.709,0.821,24,8,2020,0,0,Africa
Eritrea,0.709,0.821,23,8,2020,0,0,Africa
Eritrea,0.709,0.821,22,8,2020,2,0,Africa
Eritrea,0.709,0.821,21,8,2020,0,0,Africa
Eritrea,0.709,0.821,20,8,2020,0,0,Africa
Eritrea,0.709,0.821,19,8,2020,19,0,Africa
Eritrea,0.709,0.821,18,8,2020,0,0,Africa
Eritrea,0.709,0.821,17,8,2020,0,0,Africa
Eritrea,0.709,0.821,16,8,2020,0,0,Africa
Eritrea,0.709,0.821,15,8,2020,0,0,Africa
Eritrea,0.709,0.821,14,8,2020,0,0,Africa
Eritrea,0.709,0.821,13,8,2020,0,0,Africa
Eritrea,0.709,0.821,12,8,2020,0,0,Africa
Eritrea,0.709,0.821,11,8,2020,0,0,Africa
Eritrea,0.709,0.821,10,8,2020,0,0,Africa
Eritrea,0.709,0.821,9,8,2020,0,0,Africa
Eritrea,0.709,0.821,8,8,2020,3,0,Africa
Eritrea,0.709,0.821,7,8,2020,0,0,Africa
Eritrea,0.709,0.821,6,8,2020,0,0,Africa
Eritrea,0.709,0.821,5,8,2020,0,0,Africa
Eritrea,0.709,0.821,4,8,2020,3,0,Africa
Eritrea,0.709,0.821,3,8,2020,0,0,Africa
Eritrea,0.709,0.821,2,8,2020,0,0,Africa
Eritrea,0.709,0.821,1,8,2020,0,0,Africa
Eritrea,0.709,0.821,31,7,2020,14,0,Africa
Eritrea,0.709,0.821,30,7,2020,0,0,Africa
Eritrea,0.709,0.821,29,7,2020,0,0,Africa
Eritrea,0.709,0.821,28,7,2020,2,0,Africa
Eritrea,0.709,0.821,27,7,2020,0,0,Africa
Eritrea,0.709,0.821,26,7,2020,2,0,Africa
Eritrea,0.709,0.821,25,7,2020,0,0,Africa
Eritrea,0.709,0.821,24,7,2020,10,0,Africa
Eritrea,0.709,0.821,23,7,2020,0,0,Africa
Eritrea,0.709,0.821,22,7,2020,0,0,Africa
Eritrea,0.709,0.821,21,7,2020,0,0,Africa
Eritrea,0.709,0.821,20,7,2020,0,0,Africa
Eritrea,0.709,0.821,19,7,2020,0,0,Africa
Eritrea,0.709,0.821,18,7,2020,0,0,Africa
Eritrea,0.709,0.821,17,7,2020,19,0,Africa
Eritrea,0.709,0.821,16,7,2020,0,0,Africa
Eritrea,0.709,0.821,15,7,2020,0,0,Africa
Eritrea,0.709,0.821,14,7,2020,0,0,Africa
Eritrea,0.709,0.821,13,7,2020,0,0,Africa
Eritrea,0.709,0.821,12,7,2020,0,0,Africa
Eritrea,0.709,0.821,11,7,2020,0,0,Africa
Eritrea,0.709,0.821,10,7,2020,17,0,Africa
Eritrea,0.709,0.821,9,7,2020,0,0,Africa
Eritrea,0.709,0.821,8,7,2020,0,0,Africa
Eritrea,0.709,0.821,7,7,2020,0,0,Africa
Eritrea,0.709,0.821,6,7,2020,0,0,Africa
Eritrea,0.709,0.821,5,7,2020,0,0,Africa
Eritrea,0.709,0.821,4,7,2020,0,0,Africa
Eritrea,0.709,0.821,3,7,2020,12,0,Africa
Eritrea,0.709,0.821,2,7,2020,0,0,Africa
Eritrea,0.709,0.821,1,7,2020,12,0,Africa
Eritrea,0.709,0.821,30,6,2020,0,0,Africa
Eritrea,0.709,0.821,29,6,2020,0,0,Africa
Eritrea,0.709,0.821,28,6,2020,24,0,Africa
Eritrea,0.709,0.821,27,6,2020,23,0,Africa
Eritrea,0.709,0.821,26,6,2020,1,0,Africa
Eritrea,0.709,0.821,25,6,2020,0,0,Africa
Eritrea,0.709,0.821,24,6,2020,0,0,Africa
Eritrea,0.709,0.821,23,6,2020,0,0,Africa
Eritrea,0.709,0.821,22,6,2020,0,0,Africa
Eritrea,0.709,0.821,21,6,2020,1,0,Africa
Eritrea,0.709,0.821,20,6,2020,0,0,Africa
Eritrea,0.709,0.821,19,6,2020,11,0,Africa
Eritrea,0.709,0.821,18,6,2020,10,0,Africa
Eritrea,0.709,0.821,17,6,2020,12,0,Africa
Eritrea,0.709,0.821,16,6,2020,13,0,Africa
Eritrea,0.709,0.821,15,6,2020,31,0,Africa
Eritrea,0.709,0.821,14,6,2020,24,0,Africa
Eritrea,0.709,0.821,13,6,2020,0,0,Africa
Eritrea,0.709,0.821,12,6,2020,0,0,Africa
Eritrea,0.709,0.821,11,6,2020,0,0,Africa
Eritrea,0.709,0.821,10,6,2020,0,0,Africa
Eritrea,0.709,0.821,9,6,2020,0,0,Africa
Eritrea,0.709,0.821,8,6,2020,0,0,Africa
Eritrea,0.709,0.821,7,6,2020,0,0,Africa
Eritrea,0.709,0.821,6,6,2020,0,0,Africa
Eritrea,0.709,0.821,5,6,2020,1,0,Africa
Eritrea,0.709,0.821,4,6,2020,1,0,Africa
Eritrea,0.709,0.821,3,6,2020,0,0,Africa
Eritrea,0.709,0.821,2,6,2020,0,0,Africa
Eritrea,0.709,0.821,1,6,2020,0,0,Africa
Eritrea,0.709,0.821,31,5,2020,0,0,Africa
Eritrea,0.709,0.821,30,5,2020,0,0,Africa
Eritrea,0.709,0.821,29,5,2020,0,0,Africa
Eritrea,0.709,0.821,28,5,2020,0,0,Africa
Eritrea,0.709,0.821,27,5,2020,0,0,Africa
Eritrea,0.709,0.821,26,5,2020,0,0,Africa
Eritrea,0.709,0.821,25,5,2020,0,0,Africa
Eritrea,0.709,0.821,24,5,2020,0,0,Africa
Eritrea,0.709,0.821,23,5,2020,0,0,Africa
Eritrea,0.709,0.821,22,5,2020,0,0,Africa
Eritrea,0.709,0.821,21,5,2020,0,0,Africa
Eritrea,0.709,0.821,20,5,2020,0,0,Africa
Eritrea,0.709,0.821,19,5,2020,0,0,Africa
Eritrea,0.709,0.821,18,5,2020,0,0,Africa
Eritrea,0.709,0.821,17,5,2020,0,0,Africa
Eritrea,0.709,0.821,16,5,2020,0,0,Africa
Eritrea,0.709,0.821,15,5,2020,0,0,Africa
Eritrea,0.709,0.821,14,5,2020,0,0,Africa
Eritrea,0.709,0.821,13,5,2020,0,0,Africa
Eritrea,0.709,0.821,12,5,2020,0,0,Africa
Eritrea,0.709,0.821,11,5,2020,0,0,Africa
Eritrea,0.709,0.821,10,5,2020,0,0,Africa
Eritrea,0.709,0.821,9,5,2020,0,0,Africa
Eritrea,0.709,0.821,8,5,2020,0,0,Africa
Eritrea,0.709,0.821,7,5,2020,0,0,Africa
Eritrea,0.709,0.821,6,5,2020,0,0,Africa
Eritrea,0.709,0.821,5,5,2020,0,0,Africa
Eritrea,0.709,0.821,4,5,2020,0,0,Africa
Eritrea,0.709,0.821,3,5,2020,0,0,Africa
Eritrea,0.709,0.821,2,5,2020,0,0,Africa
Eritrea,0.709,0.821,1,5,2020,0,0,Africa
Eritrea,0.709,0.821,30,4,2020,0,0,Africa
Eritrea,0.709,0.821,29,4,2020,0,0,Africa
Eritrea,0.709,0.821,28,4,2020,0,0,Africa
Eritrea,0.709,0.821,27,4,2020,0,0,Africa
Eritrea,0.709,0.821,26,4,2020,0,0,Africa
Eritrea,0.709,0.821,25,4,2020,0,0,Africa
Eritrea,0.709,0.821,24,4,2020,0,0,Africa
Eritrea,0.709,0.821,23,4,2020,0,0,Africa
Eritrea,0.709,0.821,22,4,2020,0,0,Africa
Eritrea,0.709,0.821,21,4,2020,0,0,Africa
Eritrea,0.709,0.821,20,4,2020,4,0,Africa
Eritrea,0.709,0.821,19,4,2020,0,0,Africa
Eritrea,0.709,0.821,18,4,2020,0,0,Africa
Eritrea,0.709,0.821,17,4,2020,0,0,Africa
Eritrea,0.709,0.821,16,4,2020,0,0,Africa
Eritrea,0.709,0.821,15,4,2020,1,0,Africa
Eritrea,0.709,0.821,14,4,2020,0,0,Africa
Eritrea,0.709,0.821,13,4,2020,0,0,Africa
Eritrea,0.709,0.821,12,4,2020,0,0,Africa
Eritrea,0.709,0.821,11,4,2020,1,0,Africa
Eritrea,0.709,0.821,10,4,2020,0,0,Africa
Eritrea,0.709,0.821,9,4,2020,2,0,Africa
Eritrea,0.709,0.821,8,4,2020,0,0,Africa
Eritrea,0.709,0.821,7,4,2020,2,0,Africa
Eritrea,0.709,0.821,6,4,2020,0,0,Africa
Eritrea,0.709,0.821,5,4,2020,7,0,Africa
Eritrea,0.709,0.821,4,4,2020,0,0,Africa
Eritrea,0.709,0.821,3,4,2020,4,0,Africa
Eritrea,0.709,0.821,2,4,2020,3,0,Africa
Eritrea,0.709,0.821,1,4,2020,3,0,Africa
Eritrea,0.709,0.821,31,3,2020,0,0,Africa
Eritrea,0.709,0.821,30,3,2020,6,0,Africa
Eritrea,0.709,0.821,29,3,2020,0,0,Africa
Eritrea,0.709,0.821,28,3,2020,0,0,Africa
Eritrea,0.709,0.821,27,3,2020,2,0,Africa
Eritrea,0.709,0.821,26,3,2020,3,0,Africa
Eritrea,0.709,0.821,25,3,2020,0,0,Africa
Eritrea,0.709,0.821,24,3,2020,0,0,Africa
Eritrea,0.709,0.821,23,3,2020,0,0,Africa
Eritrea,0.709,0.821,22,3,2020,1,0,Africa
Estonia,34.724,,14,12,2020,342,1,Europe
Estonia,34.724,,13,12,2020,757,6,Europe
Estonia,34.724,,12,12,2020,358,1,Europe
Estonia,34.724,,11,12,2020,544,2,Europe
Estonia,34.724,,10,12,2020,544,2,Europe
Estonia,34.724,,9,12,2020,284,3,Europe
Estonia,34.724,,8,12,2020,248,3,Europe
Estonia,34.724,,7,12,2020,478,5,Europe
Estonia,34.724,,6,12,2020,561,1,Europe
Estonia,34.724,,5,12,2020,470,2,Europe
Estonia,34.724,,4,12,2020,450,1,Europe
Estonia,34.724,,3,12,2020,522,1,Europe
Estonia,34.724,,2,12,2020,189,3,Europe
Estonia,34.724,,1,12,2020,256,6,Europe
Estonia,34.724,,30,11,2020,354,3,Europe
Estonia,34.724,,29,11,2020,375,5,Europe
Estonia,34.724,,28,11,2020,368,5,Europe
Estonia,34.724,,27,11,2020,414,2,Europe
Estonia,34.724,,26,11,2020,382,3,Europe
Estonia,34.724,,25,11,2020,203,2,Europe
Estonia,34.724,,24,11,2020,232,4,Europe
Estonia,34.724,,23,11,2020,349,1,Europe
Estonia,34.724,,22,11,2020,299,0,Europe
Estonia,34.724,,21,11,2020,361,1,Europe
Estonia,34.724,,20,11,2020,411,1,Europe
Estonia,34.724,,19,11,2020,271,1,Europe
Estonia,34.724,,18,11,2020,185,3,Europe
Estonia,34.724,,17,11,2020,211,0,Europe
Estonia,34.724,,16,11,2020,489,1,Europe
Estonia,34.724,,15,11,2020,0,0,Europe
Estonia,34.724,,14,11,2020,267,4,Europe
Estonia,34.724,,13,11,2020,373,0,Europe
Estonia,34.724,,12,11,2020,132,0,Europe
Estonia,34.724,,11,11,2020,126,0,Europe
Estonia,34.724,,10,11,2020,125,1,Europe
Estonia,34.724,,9,11,2020,192,2,Europe
Estonia,34.724,,8,11,2020,228,0,Europe
Estonia,34.724,,7,11,2020,241,0,Europe
Estonia,34.724,,6,11,2020,131,0,Europe
Estonia,34.724,,5,11,2020,208,0,Europe
Estonia,34.724,,4,11,2020,79,0,Europe
Estonia,34.724,,3,11,2020,61,0,Europe
Estonia,34.724,,2,11,2020,80,0,Europe
Estonia,34.724,,1,11,2020,134,0,Europe
Estonia,34.724,,31,10,2020,100,0,Europe
Estonia,34.724,,30,10,2020,81,0,Europe
Estonia,34.724,,29,10,2020,125,0,Europe
Estonia,34.724,,28,10,2020,37,0,Europe
Estonia,34.724,,27,10,2020,17,0,Europe
Estonia,34.724,,26,10,2020,60,0,Europe
Estonia,34.724,,25,10,2020,51,0,Europe
Estonia,34.724,,24,10,2020,53,2,Europe
Estonia,34.724,,23,10,2020,76,0,Europe
Estonia,34.724,,22,10,2020,44,0,Europe
Estonia,34.724,,21,10,2020,42,3,Europe
Estonia,34.724,,20,10,2020,7,0,Europe
Estonia,34.724,,19,10,2020,26,0,Europe
Estonia,34.724,,18,10,2020,35,0,Europe
Estonia,34.724,,17,10,2020,37,0,Europe
Estonia,34.724,,16,10,2020,33,0,Europe
Estonia,34.724,,15,10,2020,39,0,Europe
Estonia,34.724,,14,10,2020,25,0,Europe
Estonia,34.724,,13,10,2020,18,0,Europe
Estonia,34.724,,12,10,2020,19,0,Europe
Estonia,34.724,,11,10,2020,37,0,Europe
Estonia,34.724,,10,10,2020,49,1,Europe
Estonia,34.724,,9,10,2020,45,0,Europe
Estonia,34.724,,8,10,2020,56,0,Europe
Estonia,34.724,,7,10,2020,42,0,Europe
Estonia,34.724,,6,10,2020,10,0,Europe
Estonia,34.724,,5,10,2020,30,0,Europe
Estonia,34.724,,4,10,2020,70,1,Europe
Estonia,34.724,,3,10,2020,57,1,Europe
Estonia,34.724,,2,10,2020,79,1,Europe
Estonia,34.724,,1,10,2020,56,0,Europe
Estonia,34.724,,30,9,2020,48,0,Europe
Estonia,34.724,,29,9,2020,67,0,Europe
Estonia,34.724,,28,9,2020,35,0,Europe
Estonia,34.724,,27,9,2020,47,0,Europe
Estonia,34.724,,26,9,2020,42,0,Europe
Estonia,34.724,,25,9,2020,43,0,Europe
Estonia,34.724,,24,9,2020,57,0,Europe
Estonia,34.724,,23,9,2020,35,0,Europe
Estonia,34.724,,22,9,2020,17,0,Europe
Estonia,34.724,,21,9,2020,49,0,Europe
Estonia,34.724,,20,9,2020,61,0,Europe
Estonia,34.724,,19,9,2020,36,0,Europe
Estonia,34.724,,18,9,2020,22,0,Europe
Estonia,34.724,,17,9,2020,34,0,Europe
Estonia,34.724,,16,9,2020,24,0,Europe
Estonia,34.724,,15,9,2020,22,0,Europe
Estonia,34.724,,14,9,2020,21,0,Europe
Estonia,34.724,,13,9,2020,23,0,Europe
Estonia,34.724,,12,9,2020,32,0,Europe
Estonia,34.724,,11,9,2020,15,0,Europe
Estonia,34.724,,10,9,2020,22,0,Europe
Estonia,34.724,,9,9,2020,32,0,Europe
Estonia,34.724,,8,9,2020,16,0,Europe
Estonia,34.724,,7,9,2020,25,0,Europe
Estonia,34.724,,6,9,2020,34,0,Europe
Estonia,34.724,,5,9,2020,15,0,Europe
Estonia,34.724,,4,9,2020,26,0,Europe
Estonia,34.724,,3,9,2020,20,0,Europe
Estonia,34.724,,2,9,2020,20,0,Europe
Estonia,34.724,,1,9,2020,2,0,Europe
Estonia,34.724,,31,8,2020,10,0,Europe
Estonia,34.724,,30,8,2020,20,0,Europe
Estonia,34.724,,29,8,2020,18,0,Europe
Estonia,34.724,,28,8,2020,14,0,Europe
Estonia,34.724,,27,8,2020,17,0,Europe
Estonia,34.724,,26,8,2020,19,0,Europe
Estonia,34.724,,25,8,2020,3,1,Europe
Estonia,34.724,,24,8,2020,7,0,Europe
Estonia,34.724,,23,8,2020,21,0,Europe
Estonia,34.724,,22,8,2020,17,0,Europe
Estonia,34.724,,21,8,2020,20,0,Europe
Estonia,34.724,,20,8,2020,7,0,Europe
Estonia,34.724,,19,8,2020,8,0,Europe
Estonia,34.724,,18,8,2020,2,0,Europe
Estonia,34.724,,17,8,2020,6,0,Europe
Estonia,34.724,,16,8,2020,7,0,Europe
Estonia,34.724,,15,8,2020,3,0,Europe
Estonia,34.724,,14,8,2020,0,0,Europe
Estonia,34.724,,13,8,2020,7,0,Europe
Estonia,34.724,,12,8,2020,9,0,Europe
Estonia,34.724,,11,8,2020,6,0,Europe
Estonia,34.724,,10,8,2020,5,0,Europe
Estonia,34.724,,9,8,2020,14,0,Europe
Estonia,34.724,,8,8,2020,9,0,Europe
Estonia,34.724,,7,8,2020,11,0,Europe
Estonia,34.724,,6,8,2020,22,0,Europe
Estonia,34.724,,5,8,2020,11,0,Europe
Estonia,34.724,,4,8,2020,1,0,Europe
Estonia,34.724,,3,8,2020,7,0,Europe
Estonia,34.724,,2,8,2020,8,0,Europe
Estonia,34.724,,1,8,2020,13,0,Europe
Estonia,34.724,,31,7,2020,9,0,Europe
Estonia,34.724,,30,7,2020,4,0,Europe
Estonia,34.724,,29,7,2020,0,0,Europe
Estonia,34.724,,28,7,2020,4,0,Europe
Estonia,34.724,,27,7,2020,1,0,Europe
Estonia,34.724,,26,7,2020,5,0,Europe
Estonia,34.724,,25,7,2020,1,0,Europe
Estonia,34.724,,24,7,2020,2,0,Europe
Estonia,34.724,,23,7,2020,3,0,Europe
Estonia,34.724,,22,7,2020,1,0,Europe
Estonia,34.724,,21,7,2020,0,0,Europe
Estonia,34.724,,20,7,2020,0,0,Europe
Estonia,34.724,,19,7,2020,1,0,Europe
Estonia,34.724,,18,7,2020,4,0,Europe
Estonia,34.724,,17,7,2020,0,0,Europe
Estonia,34.724,,16,7,2020,1,0,Europe
Estonia,34.724,,15,7,2020,1,0,Europe
Estonia,34.724,,14,7,2020,0,0,Europe
Estonia,34.724,,13,7,2020,0,0,Europe
Estonia,34.724,,12,7,2020,1,0,Europe
Estonia,34.724,,11,7,2020,2,0,Europe
Estonia,34.724,,10,7,2020,8,0,Europe
Estonia,34.724,,9,7,2020,8,0,Europe
Estonia,34.724,,8,7,2020,1,0,Europe
Estonia,34.724,,7,7,2020,1,0,Europe
Estonia,34.724,,6,7,2020,0,0,Europe
Estonia,34.724,,5,7,2020,2,0,Europe
Estonia,34.724,,4,7,2020,1,0,Europe
Estonia,34.724,,3,7,2020,1,0,Europe
Estonia,34.724,,2,7,2020,0,0,Europe
Estonia,34.724,,1,7,2020,2,0,Europe
Estonia,34.724,,30,6,2020,0,0,Europe
Estonia,34.724,,29,6,2020,1,0,Europe
Estonia,34.724,,28,6,2020,0,0,Europe
Estonia,34.724,,27,6,2020,2,0,Europe
Estonia,34.724,,26,6,2020,1,0,Europe
Estonia,34.724,,25,6,2020,1,0,Europe
Estonia,34.724,,24,6,2020,1,0,Europe
Estonia,34.724,,23,6,2020,0,0,Europe
Estonia,34.724,,22,6,2020,0,0,Europe
Estonia,34.724,,21,6,2020,2,0,Europe
Estonia,34.724,,20,6,2020,2,0,Europe
Estonia,34.724,,19,6,2020,0,0,Europe
Estonia,34.724,,18,6,2020,2,0,Europe
Estonia,34.724,,17,6,2020,1,0,Europe
Estonia,34.724,,16,6,2020,1,0,Europe
Estonia,34.724,,15,6,2020,0,0,Europe
Estonia,34.724,,14,6,2020,3,0,Europe
Estonia,34.724,,13,6,2020,5,0,Europe
Estonia,34.724,,12,6,2020,7,0,Europe
Estonia,34.724,,11,6,2020,11,0,Europe
Estonia,34.724,,10,6,2020,7,0,Europe
Estonia,34.724,,9,6,2020,1,0,Europe
Estonia,34.724,,8,6,2020,8,0,Europe
Estonia,34.724,,7,6,2020,21,0,Europe
Estonia,34.724,,6,6,2020,20,0,Europe
Estonia,34.724,,5,6,2020,10,0,Europe
Estonia,34.724,,4,6,2020,10,0,Europe
Estonia,34.724,,3,6,2020,0,0,Europe
Estonia,34.724,,2,6,2020,1,0,Europe
Estonia,34.724,,1,6,2020,4,0,Europe
Estonia,34.724,,31,5,2020,6,0,Europe
Estonia,34.724,,30,5,2020,8,0,Europe
Estonia,34.724,,29,5,2020,11,0,Europe
Estonia,34.724,,28,5,2020,6,0,Europe
Estonia,34.724,,27,5,2020,10,0,Europe
Estonia,34.724,,26,5,2020,1,0,Europe
Estonia,34.724,,25,5,2020,2,0,Europe
Estonia,34.724,,24,5,2020,14,0,Europe
Estonia,34.724,,23,5,2020,7,0,Europe
Estonia,34.724,,22,5,2020,6,0,Europe
Estonia,34.724,,21,5,2020,3,0,Europe
Estonia,34.724,,20,5,2020,7,0,Europe
Estonia,34.724,,19,5,2020,10,0,Europe
Estonia,34.724,,18,5,2020,4,0,Europe
Estonia,34.724,,17,5,2020,4,0,Europe
Estonia,34.724,,16,5,2020,8,1,Europe
Estonia,34.724,,15,5,2020,7,1,Europe
Estonia,34.724,,14,5,2020,5,0,Europe
Estonia,34.724,,13,5,2020,5,0,Europe
Estonia,34.724,,12,5,2020,2,1,Europe
Estonia,34.724,,11,5,2020,6,0,Europe
Estonia,34.724,,10,5,2020,8,4,Europe
Estonia,34.724,,9,5,2020,5,0,Europe
Estonia,34.724,,8,5,2020,7,1,Europe
Estonia,34.724,,7,5,2020,2,0,Europe
Estonia,34.724,,6,5,2020,8,0,Europe
Estonia,34.724,,5,5,2020,3,0,Europe
Estonia,34.724,,4,5,2020,1,2,Europe
Estonia,34.724,,3,5,2020,5,1,Europe
Estonia,34.724,,2,5,2020,5,0,Europe
Estonia,34.724,,1,5,2020,23,2,Europe
Estonia,34.724,,30,4,2020,6,0,Europe
Estonia,34.724,,29,4,2020,13,0,Europe
Estonia,34.724,,28,4,2020,4,1,Europe
Estonia,34.724,,27,4,2020,8,3,Europe
Estonia,34.724,,26,4,2020,30,0,Europe
Estonia,34.724,,25,4,2020,13,1,Europe
Estonia,34.724,,24,4,2020,33,1,Europe
Estonia,34.724,,23,4,2020,7,1,Europe
Estonia,34.724,,22,4,2020,17,3,Europe
Estonia,34.724,,21,4,2020,7,0,Europe
Estonia,34.724,,20,4,2020,16,2,Europe
Estonia,34.724,,19,4,2020,53,0,Europe
Estonia,34.724,,18,4,2020,25,2,Europe
Estonia,34.724,,17,4,2020,32,1,Europe
Estonia,34.724,,16,4,2020,29,4,Europe
Estonia,34.724,,15,4,2020,41,3,Europe
Estonia,34.724,,14,4,2020,23,3,Europe
Estonia,34.724,,13,4,2020,5,1,Europe
Estonia,34.724,,12,4,2020,46,0,Europe
Estonia,34.724,,11,4,2020,51,0,Europe
Estonia,34.724,,10,4,2020,22,0,Europe
Estonia,34.724,,9,4,2020,36,3,Europe
Estonia,34.724,,8,4,2020,41,2,Europe
Estonia,34.724,,7,4,2020,11,4,Europe
Estonia,34.724,,6,4,2020,79,2,Europe
Estonia,34.724,,5,4,2020,57,1,Europe
Estonia,34.724,,4,4,2020,103,1,Europe
Estonia,34.724,,3,4,2020,79,6,Europe
Estonia,34.724,,2,4,2020,34,1,Europe
Estonia,34.724,,1,4,2020,30,1,Europe
Estonia,34.724,,31,3,2020,36,0,Europe
Estonia,34.724,,30,3,2020,39,2,Europe
Estonia,34.724,,29,3,2020,65,0,Europe
Estonia,34.724,,28,3,2020,37,0,Europe
Estonia,34.724,,27,3,2020,134,0,Europe
Estonia,34.724,,26,3,2020,35,1,Europe
Estonia,34.724,,25,3,2020,17,0,Europe
Estonia,34.724,,24,3,2020,26,0,Europe
Estonia,34.724,,23,3,2020,20,0,Europe
Estonia,34.724,,22,3,2020,23,0,Europe
Estonia,34.724,,21,3,2020,16,0,Europe
Estonia,34.724,,20,3,2020,9,0,Europe
Estonia,34.724,,19,3,2020,33,0,Europe
Estonia,34.724,,18,3,2020,20,0,Europe
Estonia,34.724,,17,3,2020,34,0,Europe
Estonia,34.724,,16,3,2020,56,0,Europe
Estonia,34.724,,15,3,2020,36,0,Europe
Estonia,34.724,,14,3,2020,52,0,Europe
Estonia,34.724,,13,3,2020,11,0,Europe
Estonia,34.724,,12,3,2020,3,0,Europe
Estonia,34.724,,11,3,2020,3,0,Europe
Estonia,34.724,,7,3,2020,5,0,Europe
Estonia,34.724,,6,3,2020,3,0,Europe
Estonia,34.724,,4,3,2020,1,0,Europe
Estonia,34.724,,2,3,2020,0,0,Europe
Estonia,34.724,,1,3,2020,0,0,Europe
Estonia,34.724,,29,2,2020,0,0,Europe
Estonia,34.724,,28,2,2020,1,0,Europe
Estonia,34.724,,27,2,2020,0,0,Europe
Estonia,34.724,,26,2,2020,0,0,Europe
Estonia,34.724,,25,2,2020,0,0,Europe
Estonia,34.724,,24,2,2020,0,0,Europe
Estonia,34.724,,23,2,2020,0,0,Europe
Estonia,34.724,,22,2,2020,0,0,Europe
Estonia,34.724,,21,2,2020,0,0,Europe
Estonia,34.724,,20,2,2020,0,0,Europe
Estonia,34.724,,19,2,2020,0,0,Europe
Estonia,34.724,,18,2,2020,0,0,Europe
Estonia,34.724,,17,2,2020,0,0,Europe
Estonia,34.724,,16,2,2020,0,0,Europe
Estonia,34.724,,15,2,2020,0,0,Europe
Estonia,34.724,,14,2,2020,0,0,Europe
Estonia,34.724,,13,2,2020,0,0,Europe
Estonia,34.724,,12,2,2020,0,0,Europe
Estonia,34.724,,11,2,2020,0,0,Europe
Estonia,34.724,,10,2,2020,0,0,Europe
Estonia,34.724,,9,2,2020,0,0,Europe
Estonia,34.724,,8,2,2020,0,0,Europe
Estonia,34.724,,7,2,2020,0,0,Europe
Estonia,34.724,,6,2,2020,0,0,Europe
Estonia,34.724,,5,2,2020,0,0,Europe
Estonia,34.724,,4,2,2020,0,0,Europe
Estonia,34.724,,3,2,2020,0,0,Europe
Estonia,34.724,,2,2,2020,0,0,Europe
Estonia,34.724,,1,2,2020,0,0,Europe
Estonia,34.724,,31,1,2020,0,0,Europe
Estonia,34.724,,30,1,2020,0,0,Europe
Estonia,34.724,,29,1,2020,0,0,Europe
Estonia,34.724,,28,1,2020,0,0,Europe
Estonia,34.724,,27,1,2020,0,0,Europe
Estonia,34.724,,26,1,2020,0,0,Europe
Estonia,34.724,,25,1,2020,0,0,Europe
Estonia,34.724,,24,1,2020,0,0,Europe
Estonia,34.724,,23,1,2020,0,0,Europe
Estonia,34.724,,22,1,2020,0,0,Europe
Estonia,34.724,,21,1,2020,0,0,Europe
Estonia,34.724,,20,1,2020,0,0,Europe
Estonia,34.724,,19,1,2020,0,0,Europe
Estonia,34.724,,18,1,2020,0,0,Europe
Estonia,34.724,,17,1,2020,0,0,Europe
Estonia,34.724,,16,1,2020,0,0,Europe
Estonia,34.724,,15,1,2020,0,0,Europe
Estonia,34.724,,14,1,2020,0,0,Europe
Estonia,34.724,,13,1,2020,0,0,Europe
Estonia,34.724,,12,1,2020,0,0,Europe
Estonia,34.724,,11,1,2020,0,0,Europe
Estonia,34.724,,10,1,2020,0,0,Europe
Estonia,34.724,,9,1,2020,0,0,Europe
Estonia,34.724,,8,1,2020,0,0,Europe
Estonia,34.724,,7,1,2020,0,0,Europe
Estonia,34.724,,6,1,2020,0,0,Europe
Estonia,34.724,,5,1,2020,0,0,Europe
Estonia,34.724,,4,1,2020,0,0,Europe
Estonia,34.724,,3,1,2020,0,0,Europe
Estonia,34.724,,2,1,2020,0,0,Europe
Estonia,34.724,,1,1,2020,0,0,Europe
Estonia,34.724,,31,12,2019,0,0,Europe
Eswatini,,1.422,14,12,2020,54,0,Africa
Eswatini,,1.422,13,12,2020,29,1,Africa
Eswatini,,1.422,12,12,2020,52,0,Africa
Eswatini,,1.422,11,12,2020,21,1,Africa
Eswatini,,1.422,10,12,2020,49,1,Africa
Eswatini,,1.422,9,12,2020,34,1,Africa
Eswatini,,1.422,8,12,2020,28,1,Africa
Eswatini,,1.422,7,12,2020,6,0,Africa
Eswatini,,1.422,6,12,2020,15,0,Africa
Eswatini,,1.422,5,12,2020,6,0,Africa
Eswatini,,1.422,4,12,2020,19,0,Africa
Eswatini,,1.422,3,12,2020,13,0,Africa
Eswatini,,1.422,2,12,2020,23,0,Africa
Eswatini,,1.422,1,12,2020,9,1,Africa
Eswatini,,1.422,30,11,2020,4,0,Africa
Eswatini,,1.422,29,11,2020,44,1,Africa
